word,y
"['产品', '香味', '味道', '很', '好闻', '淡淡的', '香味', '效果', '好几', '瓶', '我家', '宝贝', '都', '这款', '推介', '家人', '这款', '洗完', '头发', '很', '顺滑', '特色', '泡泡', '挺', '多', '价位', '合适', '量', '大', '关键', '品牌', '东西', '质量', '保证', '京东', '买', '东西', '习惯', '京东', '还会', '光顾']",0
"['春天', '穿', '经济', '实惠', '支持', '民族', '品牌', '赶上', '优惠', '时', '价格', '不到', '大牌', '一半', '体胖', '腰围', '大者', '选号', '应大', '一码', '家里', '穿', '出门', '穿', '皆', '可', '口袋', '带', '拉链', '非常好']",0
"['袜子', '很', '不错', '都', '喜欢', '一款', '轻薄', '好看', '穿', '没味', '道', '不', '起球', '不', '褪色', '好', '选择']",0
"['本人', '发质', '不油', '不干', '阿道夫', '感觉', '很', '自然', '舒适', '不', '油腻', '不', '干涩', '洗发露', '很', '柔软', '易', '推开', '泡沫', '非常丰富', '清洁', '力', '很', '强', '大概', '隔', '再', '清洗', '洗完', '发质', '非常', '柔顺', '光滑', '味道', '香香的', '那种', '淡淡的', '香味', '不', '油腻', '不', '刺鼻', '就要', '夸一夸', '京东', '物流']",0
"['产品质量', '质量', '很', '好', '手', '掂', '沉沉的', '安装', '难易', '安装简单', '零件', '不会', '安装', '客服', '耐心', '细致', '指导', '安装', '视频', '不到', '小时', '安装', '物流', '速度', '物流', '速度', '很快', '顺丰', '太棒了', '外观', '颜色', '选', '黑绿色', '高端', '大气', '尺寸', '标准', '村', '速', '很', '轻松']",0
"['材质', '非常好', '打火机', '试了试', '还', '真烧', '不烂', '只能', '烧掉', '外面', '这层', '漆', '加宽', '看着', '很大', '气']",0
"['裤子', '收到', '很', '满意', '款式', '时尚', '大方', '颜色', '很', '正', '没有', '色差', '版型', '设计', '很', '好', '修身', '显瘦', '非常', '不错']",0
"['做工', '质感', '还', '不错']",0
"['亲身', '试验', '的确', '正品', '放心', '购买', '功能齐全', '还', '烤', '烧烤', '用过', '好', '很多', '声音', '很小', '没有', '噪音', '加热', '很快', '材质', '结实', '外观', '大气', '耐看', '一段时间', '没', '过', '毛病', '值得', '推荐']",0
"['京东', '上', '挑', '挑选', '选', '看', '很多', '款式', '对比', '好多', '款', '皮带', '选择', '一款', '外观', '大气', '金属', '扣', '做工', '精细', '无', '毛刺', '边角', '细节', '很', '好', '卖家', '还', '赠送', '打孔', '钉', '皮带', '孔位', '太长', '吼', '不住', '打孔', '钉', '完美', '解决', '皮带', '皮纹', '不', '死板', '皮带', '偏硬', '买时']",0
"['袜子', '很', '好', '颜色', '设计', '很', '好', '适合', '年龄段', '人群', '需求', '花色', '设计', '风格', '独特', '颜色', '着色', '好', '不', '掉色', '袜子', '表面光洁', '罗口', '平齐', '无', '歪斜', '针纹', '组织', '清晰', '花纹', '袜尖', '袜根', '没有', '漏针', '抽丝', '现象', '吸湿', '排汗', '效果', '保护', '脚上', '皮肤', '强力', '伸缩', '不', '起球', '手感', '柔软', '细腻', '保暖性', '上佳']",0
"['材质', '手感', '材质', '优良', '质地', '柔软', '佩戴', '舒适', '适用人群', '绝大部分', '男士', '佩戴', '包装', '包装', '简洁', '大方', '外形', '美观', '风格', '款式', '款式', '新颖', '美观大方', '值得', '好评', '长度', '长度', '适合', '京东', '上', '第一次', '购买', '腰带', '感觉', '非常好', '皮带', '超出', '想想', '力', '都', '实体店', '购买', '价格', '都', '购买', '感觉', '性价比', '京东', '好货', '好评']",0
"['油性', '发质', '头皮屑', '这款', '很', '适合', '油', '发质', '洗出来', '头发', '很', '柔顺', '泡沫', '香气', '四溢', '留香', '时间', '长', '香味', '不', '刺鼻', '很', '好闻', '那种', '喜欢', '老公', '这款', '非常', '喜欢', '不适应', '买', '牌子']",0
"['京东', '自营', '书店', '买', '搞', '活动', '价格', '便宜', '元', '本书', '满', '元减', '元', '买', '好多', '孩子', '囤', '这本', '寓言', '书', '讲', '好多', '故事', '没有', '说', '讲', '道理', '有些', '意会', '不', '孩子', '讲', '懒', '妈妈', '寓意', '书', '书', '封皮', '精装', '内部', '纸张', '不太好', '很', '粗糙', '发黄', '打开', '刺鼻', '气味', '雨季', '受潮', '纸张', '弯曲']",0
"['鞋子', '版型', '很', '好', '飞织', '鞋面', '通透性', '很', '好', '春', '夏秋', '穿', '都', '不错', '鞋底', '柔软', '黑色', '稳重', '耐脏', '不像', '白底', '沾点', '灰', '很', '突兀', '性价比', '高', '值得', '购买', '自营', '物流', '速度', '快', '大赞']",0
"['说不清楚', '第几次', '购买', '富光', '忠实', '粉丝', '每次', '都', '买', '富光', '杯子', '也许', '一种', '情怀', '一种', '信任', '买', '杯子', '肯定', '选富光', '快递', '包装', '非常', '专业', '不用', '担心', '会烂', '这款', '杯子', '毫升', '容积', '恰到好处', '不多不少', '办公室', '放', '一个', '特别', '舒服', '大小', '合适', '手拿着', '特别', '舒服', '手感', '很', '细腻', '推荐']",0
"['吃', '过', '海底', '捞', '很多', '口味', '这款', '麻辣', '嫩', '牛', '最', '好吃', '底料', '炒', '香', '菜', '好', '入味', '正好', '京东', '比官', '网', '便宜', '一点', '京东', '送货', '速度', '很', '稳定', '官网', '好久', '才', '发货', '加热', '特别', '不受', '场地', '还', '再放', '点菜', '方便面', '一块', '煮', '不错']",0
"['衣服', '很帅', '参加', '国际', '展会', '很', '合适', '适合', '商务', '休闲', '场合', '特别', '点赞', '京东', '物流', '服务', '受', '双十', '订单', '爆发', '影响', '发货', '延迟', '客服', '沟通', '当地', '仓', '沟通', '最终', '如期', '送达', '很', '满意', '网购', '值得', '信赖', '实话实说', '多年', '京东', '购物', '商品', '本身', '质量', '物流', '整体', '服务', '京东', '都', '没让', '用户', '失望', '每次', '都', '很', '满意', '很', '愉快', '值得', '一如既往', '期待', '京东']",0
"['送给', '公公', '生日礼物', '京东', '物流', '送货', '很快', '准时', '送达', '老人家', '很', '满意', '皮带', '宽度', '适中', '颜色', '沉稳', '光泽度', '很', '好', '手感', '好', '金属', '五金件', '做工', '很', '好', '相对', '价格', '实物', '很', '实惠', '性价比', '高', '老人家', '没有', '心理', '负担', '自用', '送人', '都', '合适']",0
"['数据线', '挺长', '两条', '装', '出门', '家用', '很', '充电', '挺快', '数据线', '质量', '不错', '京东', '物流', '快']",0
"['神奇', '东西', '第一次', '买', '太好', '吃', '一口气', '整袋', '吃', '完', '想', '吃', '可惜', '没货', '赶紧', '上架', '巴', '满减', '活动', '很', '划算', '好吃', '好吃', '好吃', '好吃', '好吃', '好吃', '很', '好', '好吃', '回味无穷', '喜欢', '喜欢', '喜欢', '吃', '感觉', '太', '馋']",0
"['看着', '挺好', '还', '没用过', '木头', '塑料', '要好', '点']",0
"['好多年', '沙宣', '洗发水', '短', '头发', '用到', '长头', '发情', '独中', '适合', '发质', '泡沫', '多', '味道', '很', '好闻', '控油', '效果', '非常好', '洗完', '后', '柔顺', '非常', '去屑', '控油', '效果', '非常好', '赶上', '活动', '屯', '两瓶', '希望', '更', '效果', '头发', '发质', '越来越', '好', '美美', '哒']",0
"['舒适', '穿', '很', '合适', '面料', '很', '好', '弹性', '大小', '弹性', '不会', '很', '难受', '上身', '效果', '夏天', '穿', '刚好']",0
"['老客户', '夏天', '薄款', '面料', '舒适', '透气', '穿下来', '没有', '裤子', '那种', '潮湿', '感', '摸起来', '挺舒服', '不易', '皱', '这家', '款型', '很', '修身', '本人', '大腿', '粗', '穿', '家', '不好看', '这家', '款型', '很正', '搭配', '买', '衬衫', '穿', '很', '精神', '跑', '业务', '这套', '挺不错', '服务到位', '客服', '很', '耐心', '推荐', '合适', '码数', '收藏', '认定', '一家']",0
"['很', '舒服', '价格', '很', '实惠', '发货', '速度', '很快', '物流', '给力', '客服', '人员', '态度', '非常', '不错', '外观设计', '时尚', '简约', '材质', '柔软', '舒', '适', '清洗', '图案', '设计', '时尚', '休闲', '坐上去', '很', '暖', '大小', '适中', '包装', '严实', '很', '不错', '购物', '体验', '好用', '再来', '追加', '好评']",0
"['借了', '电钻', '螺丝', '固定', '还', '挺不错', '架子', '大能', '放', '很多', '东西', '家里', '整整齐齐', '塑料', '粘', '没有', '好', '放点', '东西', '往前面', '倾斜', '很', '满意', '这款', '收纳', '架', '质量好', '结实', '美观', '大方', '承受', '很重', '重量', '推荐']",0
"['外观', '颜值', '一点点', '条纹', '挺好', '看', '材质', '手感', '踩', '很', '软', '很', '舒服', '舒适度', '鞋子', '很软', '很', '舒服', '尺码', '大小', '尺码', '刚好', '平时', '穿', '码', '买', '码', '刚刚', '好', '妈妈', '买', '很', '喜欢', '做工', '细节', '有些', '条纹', '状', '细纹', '防滑', '装饰', '挺好', '看', '特色', '整体', '来说', '这款', '拖鞋', '颜值', '不错', '舒适度', '不错', '价格便宜', '再', '买', '一双', '穿']",0
"['内存', '日常生活', '需求', '整体', '很', '不错', '物流', '调货', '快速', '整体', '感觉', '很', '不错']",0
